tweet,check-worthy
"As we saw over the wkend, disinfo is being spread online about a supposed national lockdown and grounding flights. Be skeptical of rumors. Make sure you’re getting info from legitimate sources. The @WhiteHouse is holding daily briefings and @cdcgov is providing the latest.",0
".@realDonaldTrump, dear Lord—please step up and be a leader. While you have been yammering about hoaxes and fake news, the COVID-19 pandemic has hit all over America. @GovPritzker and others have filled this country’s leadership gap. Lead or get out of their way.",0
"Sorry, there is no coming back from saying this was all a “hoax.” I don't give a fuck about “change of tone,” “change of heart,” nothing. You mutha fuckers took a serious situation and endangered ALL just to defend a bigot. Fuck you. Not sorry. #coronavirus",0
Delhi Police has registered a case under section 509 of the Indian Penal Code against a man who allegedly spat on a woman belonging to Manipur and called her “Corona” in Vijay Nagar area of north Delhi last night. https://t.co/lBk88QGr8U,0
"Fake news peddler Dhruv Rathee had said: “Corona virus won't spread outside China, we need not worry” Has this guy ever spoke something sensible? https://t.co/siBAwIR8Pn",1
This photo circulating about a case of #COVID19 in Kano allegedly reported by @BBCWorld is FALSE This image has been doctored to spread fear and panic Details on confirmed cases can be found via https://t.co/bynbDWi0gm#FactsNotFear #COVID19Nigeria https://t.co/HQ9DdL9N9s,1
"Sen. Rand Paul, the guy who opposed the #coronavirus relief bill and paid sick leave, tested positive on March 22 and is ON PAID SICK LEAVE His father, and former Congressman, Ron Paul, published an essay titled “The Coronavirus Hoax” on March 17. Hypocrisy infects from the root https://t.co/c003XjrsjT",1
"Never Forget.. When India was fighting Corona, pigs like @vinodkapri were sharing Fake News to Create Panic for Congress Propaganda. There's no shortage of PPEs. Assam Medical college students were testing PPEs as what can be used if shortage occurs. https://t.co/GhmJbBoTxk",1
"FOX News put their viewers at risk by making them believe the COVID-19 pandemic was a hoax. Those viewers then put the entire US population at risk, and many people have lost their lives. FOX News should face a class action lawsuit to hold them responsible. #FOXClassAction",0
This isn’t a conspiracy tweet but I really think COVID-19 has been here in America for awhile. Do you guys remember how sick everyone was during the holidays/early January? And how everyone was saying they had the “flu” and the flu shot “didn’t work”?,0
Fox News claims it never called COVID-19 a hoax. Let's check the receipts. https://t.co/MeRiAoR7LV,1
"If U love humanity, then pl stop forwarding any fake msg abt #Hantavirus to avoid panic, when we already hv enough to fight wid #Coronavirus. Hanta Virus spreads only from an infected animal's urine,faeces or saliva. Pl educate yourself &amp; RT for others to understand. #NoFakeNews https://t.co/VinNLLq89y",1
Outside of Chicago just now #coronavirus #forcedisolation #militarytrain #notahoax https://t.co/hcDX9MBcZn,0
"Coronavirus: AltNews founder, Shekhar Gupta and others spread unverified claims by a fake twitter accounthttps://t.co/YEMcc6loDW",1
A message from the Ministry of Information “The General Public is hereby urged to disregard any voice note circulating on WhatsApp that a helicopter will spray ‘antivirus’ throughout the Nation by 11:00 pm. This news is fake and should be disregarded in its entirety.” RT #COVID19,0
@realDonaldTrump @nytimes @washingtonpost “WE ARE DESPERATE”: 10 Nurses &amp; Doctors Explain What It's Like To Fight #COVID19 Without Enough Face Masks. How do I know this isn't #FakeNews? Because my kid is an ICU nurse in CA. They haven't had enough,0
- Create a Fake account - Tweet Fake news - Pidi journalists will RT &amp; Quote RT - Then the original pidi will Quote RT - Create panic - Say Sorry - Deactivate the accounthttps://t.co/lxxeuIeIeH,0
The Chinese Communist Party suppressed information about the #COVID19 outbreak from the world for political purposes. Rather than take accountability they are actively pushing a conspiracy theory propaganda campaign against the United States. 📽️: @axios / @HBO https://t.co/mbodTqfhj8,1
TOP #COVID19-FacePalm DOCTOR NOMINEES 1 Dr HT Ong.Cardiologist Penang. Lawan City Council Enforcer sebab nak exercise masa MCO 2 Dr Adham. Minum air panas untuk bunuh. Fake info. Pseudoscience False reassurance 3 Dr Osman. Refuse testing. Infect everyone around him Ongoing list https://t.co/7XwZLjALCl,0
[Tweeting again with detail in single tweet so no alarm] JUST IN: 38-yr-old #Covid19 positive man dies in Patna. Had serious kidney problems that let to renal failure shortly after returning from Qatar. Makes this 1st ‘virus-linked’ death of someone who isn’t a senior citizen.,1
"Fearmongering #PharmaFauci - who built his entire career on the BOGUS HIV-AID$ causality by pushing a #FakeScience of the immune system &amp; imperial control of servile academics, NOW thinks he’ll get away with this current scam upon a petrified #coronavirus American public. NOT!",1
"#FakeNews playbook. Put the word “FALSE” in big purple letters over the Q post showing clearly how the #Covid19 pandemic could not have been an accident, hoping that the public won't see how far outside of standard deviation all the ways it hurts Trump is. https://t.co/rcPwfvYXmT",0
"“Nobody wants to go close to me.” After Nigeria recorded its first positive #COVID19 case, a story went viral on social media. It claimed the patient's taxi driver was demanding a payment not to spread the disease. The story was fake, but the impact on Jude has been very real. https://t.co/THJRVOhEmj",0
"Shout out to @GavinNewsom &amp; @NYGovCuomo! This is what real leadership looks like. They are kicking ass &amp; doing so w/ empathy &amp; respect, taking care of our citizens while Trump is trying to make us believe he changed his mind about calling the #Coronavirus a hoax!",0
"I was starting to think the Coronavirus fear-mongering was actually really something to worry about. Then this move by Pelosi happened, and it all became clear again. COVID-19 is a hoax.",1
Trump's timeline of handling the corona crisis: One month ago: it's a hoax. Way overblown. Two weeks ago: this is serious. We must take action to prevent its spread. This week: ehhhh on second thought maybe a million or so Americans dying isn't *that* bad,1
"Know the facts about #COVID19. Don’t share rumors &amp; unintentionally spread misinformation. Federal, state &amp; local governments are posting current and accurate information. For help in distinguishing rumor from fact, see @FEMA Coronavirus Rumor Control: https://t.co/Hi5AF1waWk https://t.co/AkbQjOM2xw",0
"Patients with #COVID19 have reportedly had mild to severe respiratory illness. Symptoms include fever, cough, or shortness of breath. Learn more about COVID-19 symptoms: https://t.co/ehL8kmRHaN https://t.co/0am2j0zhfE",0
Hungarian Justice Min. @JuditVarga_EU sends bill to Parliament: - State of emergency til end of 2020 - Rule by decree - Parliament suspended - No snap elections/referendums - Spreading fake news and rumors punishable with up to 5 years in prison #COVID19https://t.co/1QJaLaKp6J,1
"#WATCH An airline staff appeals to all not to spread rumours and instead educate yourself &amp; others about #COVID19, after she gets harassed by people in her housing society for allegedly spreading #Coronavirus. https://t.co/A7XsKijU9q",0
"Shameful that a person of your repute spreads fake news/rumours in blind hate for India and its traditions. India as a mark of respect came out in balconies on call of PM @narendramodi to applaud doctors, health as well as emergency workers. There was no other reason. Fact check?",0
"Another 'fake news' being peddled in India is India is a country of vegetarians, so it is not going to be affected by #CoronaVirus like China. Vegetarianism &amp; #Corona has NO connection. + India's vegetarianism is a myth, 80% Indians are meat eaters!https://t.co/9hraqXBxbE",1
"To-date, Uganda has NO confirmed case of #COVID19. There is an article alleging that “Uganda confirms 1st case of Coronavirus”-this is NOT true and absolutely FAKE. People, please stop spreading rumors. Our teams are working around the clock to protect you &amp; keep COVID out of 🇺🇬 https://t.co/c9NMsQucq6",1
"My fraud warning published this morning, please read and share - Frank Figliuzzi : Coronavirus scam alert: From fake Starbucks coupons to taxpayer fraud, cons are going viral ⁦@NBCNewsTHINK⁩ @MSNBC⁩ #coronavirus https://t.co/Xgk8MDFJQ3",0
An online website has falsely reported that the Government is likely to impose Financial Emergency in India to tackle the crisis caused by #Covid19. Please be advised that the story is malicious and fake and that there is no such plan. https://t.co/5lx0u3NUED,1
"“China and the WHO's chief: Hold them both accountable for pandemic”: An indictment of how ⁦@WHO⁩ chief ⁦@DrTedros⁩ allegedly helped Chinese president #XiJinping conceal full extent of #COVID19 for weeks in Jan, causing a global disaster. Read! https://t.co/7RjJgmyW9L",1
One million dirhams fine. 5 years jail and deportation and ban for life from #UAE for sharing any unconfirmed or #FakeNews about #CoronaVirus on social media or whatsapp. #UAE Government The best announcement I have heard during this pandemic. Can we do this in #Pakistan ?,0
So far I know 2 ppl close to me that have tested positive for Corona. Both are recovering from pneumonia in hospital. It’s not a game or a conspiracy. Ppl don’t need well wishes etc... they need you to stay home,0
#FakeNews Alert #PIBFactCheck: The claim that Paracetamol can treat #Coronavirus infection is false! Beware of #False remedies being shared on #Covid19india . For authentic information on #CoronavirusInIndia follow @MoHFW_INDIA https://t.co/Y7GmqFa4As,1
"Prisoner released early over COVID-19 concerns allegedly broke into woman’s home, tied her up at knifepoint, and threatened to kill her https://t.co/BouajIUvYG",1
#CoronaVirus Fact Check Hop on and RT if you ❤️ DJT 🇺🇸 SUPPORT @realDonaldTrump 🇺🇸 RT this tweet 🇺🇸 COMMENT with your handle @ 🇺🇸 FOLLOW those who comment 🇺🇸 BOOKMARK/COME BACK Follow @VANurse1212 #CoronavirusPandemic #FakeNews https://t.co/NEAZarxgZR,0
"Namaskaram, this message is not from Sadhguru. This is a fake message that is being circulated on WhatsApp. We request you to delete these tweets. 🙏🏻",1
"News is that since January, classified security briefings told Trump that a pandemic was coming. Trump did nothing, told us it was a “Democrat Hoax,” and that the fifteen cases would soon be none. Thread. #coronavirus #TrumpPandemic #TrumpLiesPeopleDiehttps://t.co/uUgpRnUZCX",1
Trump's decision to do nothin' and call #COVID19 a “hoax” needlessly exposed millions that might have taken action if properly made aware. There will be a river of blood that will forever stain Trump's tiny hands.,0
"Trump says “we were early” on #coronavirus. 2/26 “The 15 (people) within a couple of days is going to be down to close to 0” 2/28 “One day, it’s like a miracle, it will disappear” 2/28 “This is their new hoax” 3/12 “It’s going to go away” Yup. We were early",1
Actual people telling the World that Pakistan is taking precautions against #CoronaVirusPakistan. But our Fake Media giving only hype &amp; sensationalism. We all have to be ONE in this war against #CoronaVirus. Stay home. Stay safe. https://t.co/CpH74lIhCJ,0
Maddow - the woman who has peddled lies and wild conspiracy theories for 4 years - is calling on Trump to stop his COVID-19 pressers 🤦🏿‍♂️ Zero self-awareness. https://t.co/7uQy3k3IfF,1
The fact that people refuse to stop gathering in large groups because they don't believe millions of Americans could die is Donald Trump's fault. You can't tell your constituents that the media lies &amp; science is fake &amp; be shocked when they refuse to take Corona seriously.,0
This is called a Presidential clap back at the liberal media. President @realDonaldTrump says the American people are looking for hope and answers not this media sensationalism! Thank you for fighting for the American people during this #coronavirus. Fight the #FakeNews https://t.co/ucVulYZVAd,0
I repeat... China warned WHO of the New Corona Virus in DEC of 2019... The President of the US called it a “HOAX” until about 10 days ago!!!,1
Government of India issues advisory to all social media platforms in order to curb the Misinformation/#FakeNews on #Coronavirus. As #IndiaFightsCorona join the league of #coronawarriors Suspect a forward to be #Fake : #Whatsapp Us: +91 87997 11259 | 📧- pibfactcheck@gmail.com https://t.co/oKGxObf85r,0
"We don't like rumors. Please don't spread them. If you are telling people that the Nat. Guard is going to impose Martial Law, please stop. It's not true. They are busy being helping distribute medical supplies. Please and thank you. #COVID19 #kckpd #commonsense #norumors https://t.co/SJrT5ndVEU",0
Congress Gen Secy Ms @priyankagandhi asks people not to panic ; don’t spread fake news ; take precautions and wash hands... #Corona https://t.co/GQEKnpLgn1,0
"I attended the AMVCA on the 14th of March at Eko hotel. Even the After party. I decided to isolate myself a day after when a rumor began, Early morning Work outs daily in my room. I obeyed the 14 days Isolation period. Day 9 now. Love and light Guys. 🤲🏼 #Covid19Out",0
"Garlic may be tasty, but it WON'T protect you from the new #coronavirus. Don't spread rumors. The fight against #COVID19 is also a fight against disinformation. #ShareInformation #ShareKnowledge #StayAtHomeChallenge https://t.co/DFLwgCdpL8",1
"I have never hidden my hatred and utter disgust for the Nigerian ruling class. I'll not start with the fake sympathy now, there's nobody that deserves what is coming for them more than them. I hope corona virus does a thorough job. 😑",0
"Flu Season is winding down and warm weather is returning. Experts predicted 70% of Americans would be infected with #COVID19. Turns out .005% were. Missed it by THAT much. #FearPorn, it's the new #FakeNews.",1
"After failing to correct @AOC's lie that President Trump called the #coronavirus a “hoax,” @CNN's Jake Tapper admitted he knew “the president did not call the virus a hoax.” Today @tomfriedman repeated the same lie. Tapper did not correct him. https://t.co/o31FI8osb5 #FactsFirst https://t.co/MmQzG1JSTD",1
